Promotora y Operadora de Infraestructura, S. A. B. de C. V.;801;59;;;;
OSE Immunotherapeutics SA;42;25;;;;
Cordoba (Province of);1310;21;;;;
Europa Oil & Gas (Holdings) plc;465;31;;;;
PT PANINVEST -FGN- RP 250;607;25;;;;
MOTILALOFS6.BO;1644;14;;;;
CONTANGO OIL & GAS CO. Register;86;31;;;;
OXCOP.SW;79;8;;;;
OHL MÈxico, S.A.B. de C.V.;555;26;;;;
TORC Oil & Gas Ltd.;709;19;;;;
Mobeus Income & Growth VCT Ord;650;30;;;;
OBOYA-BTA-B.ST;1083;14;;;;
TUBEINVEST6.BO;1520;14;;;;
OTP Bank Plc.;1531;13;;;;
Vista Outdoor Inc.;727;18;;;;
SANKEN ELECTRIC ORD;1592;19;;;;
GRUPO CATALANA OCCID;1096;20;;;;
CALA ENERGY CORP.;1792;17;;;;
Veris Limited;1995;13;;;;
ONELIFECA.NS;1333;12;;;;
Is Girisim Sermayesi Yatirim Ortakligi AS;1048;41;;;;
OURO VERDE D31 EJA;735;18;;;;
Danieli & C. Officine Meccaniche S.p.A.;66;39;;;;
SVOGL Oil Gas and Energy Limited;235;32;;;;
Rumo LogÌstica Operadora Multimodal S.A.;911;40;;;;
OTI On Track Innovations Ltd. R;1526;31;;;;
OLIN CORP. Registered Shares DL;658;31;;;;
Oz Brewing Limited;177;18;;;;
ALUMINUM CORP. CHINA YC 1;217;25;;;;
OPOWER INC. DL -,001;90;20;;;;
SCLO3F.SA;1804;9;;;;
Brasmotor S.A.;138;14;;;;
Mendoza (Province of);1283;21;;;;
Open Joint Stock Company OMZ;407;28;;;;
ON SEMICOND. DL-,01;840;19;;;;
Oracle Corporation;1056;18;;;;
Eidesvik Offshore ASA;1434;21;;;;
DOLPHIN OFFSHORE ENTERPRISES (;1624;30;;;;
OPRE1B.SA;1278;9;;;;
Ormonde Mining plc;425;18;;;;
Oriola Oyj;1322;10;;;;
OSIM International Ltd;1107;22;;;;
Phillips 66;1;11;;;;
Rio Tinto plc;1944;13;;;;
Public Storage;603;14;;;;
Unilever PLC;1851;12;;;;
WPP plc;1049;7;;;;
Pentair plc;689;11;;;;
SandRidge Permian Trust;1965;23;;;;
Shire plc;1289;9;;;;
Pearson plc;898;11;;;;
Prudential plc;999;14;;;;
Steris Plc;639;10;;;;
Qiwi plc;459;8;;;;
POSCO;1576;5;;;;
Pharmacyclics Inc.;976;18;;;;
Ultrapar ParticipaÁıes S.A.;470;27;;;;
Sagent Pharmaceuticals, Inc.;397;28;;;;
Planet Payment, Inc.;1882;20;;;;
Parkway, Inc.;1260;13;;;;
PJT Partners Inc.;497;17;;;;
Immune Pharmaceuticals, Inc.;226;28;;;;
Xenon Pharmaceuticals Inc.;1039;26;;;;
Peak Resorts, Inc.;89;18;;;;
Recro Pharma, Inc.;988;18;;;;
Palatin Technologies, Inc.;150;26;;;;
Power Solutions International, Inc.;226;35;;;;
Power Integrations, Inc.;382;24;;;;
Planar Systems Inc.;1362;19;;;;
PCM, Inc.;102;9;;;;
UMH Properties, Inc.;137;20;;;;
PharmAthene, Inc.;1284;17;;;;
Pegasystems, Inc.;1923;17;;;;
Isis Pharmaceuticals, Inc.;1116;26;;;;
Inter Parfums, Inc.;1972;19;;;;
Synergy Pharmaceuticals, Inc. -;969;31;;;;
Ramco-Gershenson Properties Trust;778;33;;;;
Pretium Resources Inc.;1935;22;;;;
Proteostasis Therapeutics, Inc.;991;31;;;;
Patrick Industries, Inc.;1409;24;;;;
Ideal Power Inc.;417;16;;;;
Pixelworks, Inc.;444;16;;;;
Power REIT;1228;10;;;;
PhotoMedex, Inc.;1692;16;;;;
PHI, Inc.;1853;9;;;;
P&F Industries, Inc.;921;20;;;;
Syndax Pharmaceuticals, Inc.;1664;28;;;;
Pieris Pharmaceuticals, Inc.;1288;28;;;;
PHI, Inc.;1853;9;;;;
Penumbra, Inc.;1507;14;;;;
Zynerba Pharmaceuticals, Inc.;1025;29;;;;
PT Unilever Indonesia Tbk;1019;25;;;;
Summit Therapeutics plc;977;23;;;;
RELX PLC;1891;8;;;;
PrivateBancorp, Inc.;493;20;;;;
P.A.M. Transportation Services, Inc.;184;36;;;;
Peregrine Pharmaceuticals, Inc.;71;31;;;;
Premier, Inc.;541;13;;;;
PGT Innovations, Inc.;383;21;;;;
pdvWireless, Inc.;920;17;;;;
PCTEL, Inc.;277;11;;;;
Titan Pharmaceuticals, Inc.;1863;27;;;;
TIM ParticipaÁıes S.A.;1020;22;;;;
Tokai Pharmaceuticals, Inc.;30;27;;;;
Surgery Partners, Inc.;137;22;;;;
Ritter Pharmaceuticals, Inc.;1828;28;;;;
Pyxis Tankers Inc.;1339;18;;;;
Plastic2Oil, Inc.;171;17;;;;
PennantPark Investment Corporation;950;34;;;;
PrimeEnergy Corporation;1769;23;;;;
The Phoenix Companies Inc.;1489;26;;;;
Pro-Dex, Inc.;280;13;;;;
CSR plc;1483;7;;;;
CoLucid Pharmaceuticals, Inc.;1749;29;;;;
Zosano Pharma Corporation;1120;25;;;;
Point.360;302;9;;;;
Cyclacel Pharmaceuticals, Inc.;1550;30;;;;
Columbia Property Trust, Inc.;85;29;;;;
China Precision Steel, Inc.;1763;27;;;;
Tecumseh Products Company;832;25;;;;
Sky plc;763;7;;;;
Sky Petroleum, Inc.;1432;19;;;;
Playtech plc;1789;12;;;;
PMFG, Inc.;1348;10;;;;
Velti Plc;1071;9;;;;
Catabasis Pharmaceuticals, Inc.;1733;31;;;;
PrivateBancorp Capital Trust IV;1126;31;;;;
Penn Virginia Corporation;762;25;;;;
Pulmatrix, Inc.;990;15;;;;
PT Pembangunan Perumahan (Persero) Tbk;574;38;;;;
Prysmian S.p.A.;1719;15;;;;
Pioneer Power Solutions, Inc.;614;29;;;;
Panasonic Corporation;1132;21;;;;
PT Panin Sekuritas Tbk;1222;22;;;;
Cornerstone Progressive Return Fund;1071;35;;;;
TRACON Pharmaceuticals, Inc.;1399;28;;;;
Solar Power, Inc.;626;17;;;;
Progressive Care, Inc.;1882;22;;;;
Puissant Industries, Inc.;339;25;;;;
Pason Systems Inc.;1918;18;;;;
Protalex, Inc.;1856;14;;;;
POET Technologies Inc.;296;22;;;;
PT Paninvest Tbk;169;16;;;;
Puget Technologies,Inc;778;22;;;;
Pharma-Bio Serv, Inc.;722;21;;;;
Paymeon, Inc.;717;13;;;;
Parabel Inc;1209;11;;;;
SABMiller plc;1359;13;;;;
Powin Energy Corporation;820;24;;;;
Pacific WebWorks, Inc.;1202;22;;;;
PrivateBancorp, Inc.;493;20;;;;
PetroTerra Corp.;1000;16;;;;
Proteo, Inc.;1209;12;;;;
Pulse Seismic Inc.;415;18;;;;
Proxim Wireless Corporation;788;27;;;;
Proteon Therapeutics, Inc.;1967;26;;;;
Prada S.p.A;1372;11;;;;
Praco Corporation;1792;17;;;;
Voya Prime Rate Trust;811;21;;;;
Merrill Lynch Depositor Inc - PreferredPlus Trust Series CZN-1;0;62;;;;
Pfenex Inc.;1623;11;;;;
Paradise, Inc.;881;14;;;;
PT Vale Indonesia Tbk;1169;21;;;;
ICAP plc;1897;8;;;;
Celsus Therapeutics Plc;1098;23;;;;
TVI Pacific Inc.;1812;16;;;;
Spirent Communications plc;982;26;;;;
Redefine International P.L.C.;1105;29;;;;
PowerVerde, Inc.;910;16;;;;
Petrowest Corporation;168;21;;;;
Pioneer Railcorp, Inc.;375;22;;;;
Paragon Shipping Inc.;1450;21;;;;
Portage Resources Inc.;499;22;;;;
Positron Corporation;278;20;;;;
Poligrafici Printing S.p.A.;1974;27;;;;
Pioneer Corporation;1451;19;;;;
Parmalat S.p.A.;1445;15;;;;
Prestige Capital Corporation;1861;28;;;;
Prospect Capital Corporation;1976;28;;;;
PAID, Inc.;139;10;;;;
Poniard Pharmaceuticals, Inc.;138;29;;;;
Penguin International Limited;1133;29;;;;
Insynergy Products, Inc.;114;24;;;;
PT Indocement Tunggal Prakarsa Tbk;594;34;;;;
PMX Communities, Inc.;226;21;;;;
iShares II Public Limited Company - iShares MSCI EM Latin America UCITS ETF (Dist);0;82;;;;
Ironclad Performance Wear Corporation;37;37;;;;
IC Potash Corp.;1376;15;;;;
The Caldwell Partners International Inc.;1659;40;;;;
CRH plc;1021;7;;;;
Cocrystal Pharma, Inc.;1057;22;;;;
Wind Works Power Corp.;1911;22;;;;
WANdisco plc;335;12;;;;
Rego Payment Architectures, Inc.;1868;32;;;;
Vedanta Resources plc;1290;21;;;;
Carolco Pictures, Inc.;1032;22;;;;
Unique Pizza & Subs Corp.;675;25;;;;
Tesco PLC;1860;9;;;;
PT Timah (Persero) Tbk;1465;22;;;;
Severn Trent Plc;1012;16;;;;
Silence Therapeutics plc;1030;24;;;;
SCE Trust II;831;12;;;;
Standard Chartered PLC;1132;22;;;;
Rentokil Initial plc;506;20;;;;
The Reserve Petroleum Company;1241;29;;;;
RespireRx Pharmaceuticals Inc.;1092;30;;;;
Rexam Ltd.;208;10;;;;
POLYONE CORP. Registered Shares;148;31;;;;
Peugeot S.A.;114;12;;;;
Pharol, SGPS S.A.;1116;17;;;;
Pason Systems Inc.;1918;18;;;;
Prada S.p.A;1372;11;;;;
PacifiCorp;800;10;;;;
PUMA SE;233;7;;;;
Elev8 Brands, Inc.;822;18;;;;
Protokinetix, Inc.;473;18;;;;
Peak Pharmaceuticals, Inc.;1930;26;;;;
Photon Control Inc.;934;19;;;;
Peugeot S.A.;114;12;;;;
Pernod Ricard SA;374;16;;;;
Presidential Realty Corporation;1598;31;;;;
Procyon Corporation;116;19;;;;
ProGreen US, Inc.;1447;17;;;;
PT Indosat Tbk;1417;14;;;;
Innate Pharma S.A.;965;18;;;;
PT Impack Pratama Industri Tbk;961;30;;;;
Inmarsat Plc;263;12;;;;
InvenTrust Properties Corp.;942;27;;;;
Costamare Inc.;1355;14;;;;
Costamare Inc.;1355;14;;;;
Carillion plc;188;13;;;;
Britvic Plc;1609;11;;;;
Sky plc;763;7;;;;
BP p.l.c.;1124;9;;;;
Popular, Inc.;406;13;;;;
Popular, Inc.;406;13;;;;
Piraeus Bank S.A.;1414;17;;;;
BP p.l.c.;1124;9;;;;
Bellway p.l.c.;135;14;;;;
RhythmOne plc;1624;13;;;;
PT Bank Rakyat Indonesia (Persero) Tbk;1577;38;;;;
PT Benakat Integra Tbk;1602;22;;;;
BGE Capital Trust II;633;20;;;;
Barclays PLC;528;12;;;;
Prolific Technology Inc.;979;24;;;;
Passport Potash Inc.;1242;20;;;;
PAO Zawolzhsky Motorny Zawod;1936;28;;;;
zamano plc;444;10;;;;
Zoned Properties, Inc.;125;22;;;;
The World Poker Store, Inc.;1094;27;;;;
Ferguson plc;685;12;;;;
Wisconsin Public Service Corporation;2;36;;;;
PT Weha Transportasi Indonesia Tbk;1184;34;;;;
PowerFilm, Inc.;1513;15;;;;
Voip-Pal.Com Inc.;1746;17;;;;
Vansen Pharma Inc.;1556;18;;;;
Vornado Realty Trust PFD CUMULA;1396;31;;;;
PIRELLI & C. Societ√ per Azioni;1873;31;;;;
Vodis Pharmaceuticals Inc.;1750;26;;;;
Uranium Participation Corporation;85;33;;;;
Universal Coal plc;997;18;;;;
Ultrapar ParticipaÁıes S.A.;470;27;;;;
UCP Plc;1755;7;;;;
UCP Plc;1755;7;;;;
Urstadt Biddle Properties Inc.;1552;30;;;;
Tri-Continental Corporation;1420;27;;;;
T¸rkiye Petrol Rafinerileri A.S.;845;32;;;;
TUPRAS TURK PETE TL;1292;19;;;;
TitanStar Properties Inc.;1745;25;;;;
Tower Properties Co.;1635;20;;;;
Travis Perkins plc;1814;18;;;;
Triad Pro Innovators, Inc.;1884;26;;;;
Toshiba Plant Systems & Services Corporation;1259;44;;;;
TIM ParticipaÁıes S.A.;1020;22;;;;
THAI REINSURANCE PUB;1476;20;;;;
Tungsten Corporation Plc;1454;24;;;;
Trident Performance Corp. II;1075;28;;;;
Taubman Centers, Inc.;983;21;;;;
PT Tower Bersama Infrastructure Tbk;1493;35;;;;
Total Produce plc;1243;17;;;;
RH PetroGas Limited;1079;19;;;;
Ten Peaks Coffee Company Inc;565;28;;;;
Swiss Prime Site AG;1943;19;;;;
Sun Communities, Inc.;342;21;;;;
SSE plc;357;7;;;;
China Petroleum & Chemical Corp.;1975;32;;;;
PT Semen Indonesia (Persero) Tbk;595;32;;;;
Skye Petroleum, Inc.;1413;20;;;;
SHAW COMMUNICATIONS INC PREFERR;1094;31;;;;
ShaMaran Petroleum Corp;320;23;;;;
SuperGroup Plc;1479;14;;;;
The Siam Cement Public Company Limited;672;38;;;;
Star Century Pandaho Corporation;1844;32;;;;
SABMiller plc;1359;13;;;;
Parkside Resources Corporation;666;30;;;;
Sack Lunch Productions, Inc.;1628;28;;;;
QEP Resources, Inc.;949;19;;;;
QAD Inc.;403;8;;;;
Quotient Technology Inc.;88;24;;;;
QAD Inc.;403;8;;;;
QKL Stores Inc.;1576;15;;;;
QuoteMedia, Inc.;1612;16;;;;
Qwest Corp.;1771;11;;;;
Novelion Therapeutics Inc.;98;26;;;;
Q.E.P. Co., Inc.;1749;16;;;;
Quebecor Inc.;579;13;;;;
Quadrant 4 System Corporation;522;29;;;;
Quiksilver Inc.;1160;15;;;;
SOC. QUIMICA MIN.ADR B 1;1332;24;;;;
Quintegra Solutions Limited;1985;27;;;;
Qualicorp S.A.;1248;14;;;;
Quaterra Resources Inc.;1280;23;;;;
QNB Corp.;1680;9;;;;
Quick-Med Technologies Inc.;526;27;;;;
African Queen Mines Ltd.;1417;24;;;;
Q Investments Ltd.;1559;18;;;;
Q Investments Ltd.;1559;18;;;;
QHR Corporation;1093;15;;;;
QAF Limited;1947;11;;;;
Quantum International Corp.;112;27;;;;
Gulf Warehousing Company Q.P.S.C.;1012;33;;;;
Golden Queen Mining Co. Ltd.;543;28;;;;
Bank of Montreal;1526;16;;;;
Anpath Group, Inc., Prior to Reverse Merger with Q2Power, Inc.;860;62;;;;
African Queen Mines Ltd.;1417;24;;;;
CN OCEAN.I.F.SUBD.HD-0033;639;25;;;;
Vodafone Qatar Q.S.C.;787;21;;;;
Union Quality Plastics Limited;764;30;;;;
QUALCOMM Incorporated;682;21;;;;
QL2.F;1555;5;;;;
QinetiQ Group plc;1539;17;;;;
Quixant Plc;418;11;;;;
Quest Water Global Inc.;475;23;;;;
QV Equities Limited;1845;19;;;;
Questar Assessment, Inc.;583;24;;;;
Quantum Resources Limited;1024;25;;;;
Watchstone Group Plc;1656;20;;;;
Quintegra Solutions Limited;1985;27;;;;
Quick Heal Technologies Limited;299;31;;;;
Quest Holdings S.A.;557;19;;;;
Quanta Computer, Inc.;500;21;;;;
QUASAR INDIA LTD;333;16;;;;
QUANTUM BUILD-TECH LTD;476;22;;;;
Qualicorp S.A.;1248;14;;;;
QUNAR CAYM.ISL.SP.ADR B3;1560;24;;;;
QT Vascular Ltd.;748;16;;;;
Quintiles IMS Holdings, Inc.;1951;28;;;;
Quantum MRI Inc.;1136;16;;;;
Questerre Energy Corporation;1972;28;;;;
Questor Technology Inc.;1038;23;;;;
Quest Investments Limited;732;25;;;;
Questus Limited;569;15;;;;
Restaurant Brands International Inc.;85;36;;;;
Restaurant Brands International Limited Partnership;0;51;;;;
QuantumSphere, Inc.;158;19;;;;
QSC AG;639;6;;;;
Aurizon Holdings Limited;738;24;;;;
Quizam Media Corporation;319;24;;;;
Quest PharmaTech Inc.;716;21;;;;
Quest Patent Research Corporation;1760;33;;;;
QPL.F;485;5;;;;
Qatar Oman Investment Company Q.S.C.;718;36;;;;
QinetiQ Group plc;1539;17;;;;
Sequenom Inc.;611;13;;;;
QMS Media Limited;947;17;;;;
Qliro Group AB (publ);924;21;;;;
QLOGIC CORP. DL-,001;1999;20;;;;
QUIDEL CORP. DL-,001;395;20;;;;
QuickLogic Corporation;409;22;;;;
QIWI B SP.ADRS 1/EO-,0005;863;25;;;;
Quorum Information Technologies Inc.;1807;36;;;;
Qatar International Islamic Bank (Q.S.C);1224;40;;;;
Qihoo 360 Technology Co. Ltd.;1590;29;;;;
Quantum International Income Corp.;1040;34;;;;
Quality Houses Leasehold Property Fund;1953;38;;;;
Quantum Gold ETF;1852;16;;;;
Qingling Motors Co., Ltd.;1108;25;;;;
EVERCORE PRTNR A DL -,01;1788;24;;;;
Quantum Fuel Systems Technologies Worldwide Inc.;415;48;;;;
Qatar Fuel Company Q.S.C.;517;25;;;;
Quadrise Fuels International PLC;738;32;;;;
Redhawk Resources, Inc.;1093;23;;;;
Swee Hong Limited;522;17;;;;
Questerre Energy Corporation;1972;28;;;;
Virtual Medical International, Inc.;310;35;;;;
QUESTERRE ENERGY CORP. A;1655;24;;;;
Quadrise Fuels International PLC;738;32;;;;
QUALCOMM INC. DL-,0001;1555;22;;;;
Caltagirone SpA;1878;15;;;;
Quad County Corn Processors Cooperative;987;39;;;;
CLAYTON WILLIAMS ENERGY INC. Re;1680;31;;;;
QUABIT IMMOBILIARIA;1469;19;;;;
Q BioMed Inc.;1813;13;;;;
QBE Insurance Group Limited;1410;27;;;;
Quebecor Inc.;579;13;;;;
Qatar Investment Fund plc;1259;25;;;;
Qantas Airways Limited;1207;22;;;;
Qualibou Energy, Inc.;1970;21;;;;
Quanta Services, Inc.;1894;21;;;;
Gentherm Inc. Registered Shares;503;31;;;;
Champion REIT;772;13;;;;
Sunlight REIT;99;13;;;;
The Meet Group, Inc.;1935;20;;;;
Qihoo 360 Technology Co. Ltd.;1590;29;;;;
Far East Hospitality Trust;596;26;;;;
Ley Choon Group Holdings Limited;886;32;;;;
QRxPharma Limited;1431;17;;;;
Telco Cuba, Inc.;277;16;;;;
Mazaya Qatar Real Estate Development Q.S.C.;763;43;;;;
Masraf Al Rayan (Q.P.S.C.);896;26;;;;
Industries Qatar Q.S.C.;233;23;;;;
Indus Energy NL;1479;15;;;;
GREAT WEST LIFECO PREF SER Q;701;28;;;;
Great Quest Fertilizer Ltd.;218;27;;;;
Ezdan Holding Group Q.S.C.;850;26;;;;
Doha Insurance Company Q.S.C.;1111;29;;;;
Crossrider Plc;2000;14;;;;
Barwa Real Estate Company;823;25;;;;
Bank of Montreal;1526;16;;;;
Accsys Technologies Plc;1143;23;;;;
Alice Queen Limited;207;19;;;;
QST International Corp.;326;23;;;;
QL Resources Berhad;1069;19;;;;
Gamma Communications plc;797;24;;;;
QUINSTREET INC DL-,01;1676;21;;;;
QT Vascular Ltd.;748;16;;;;
Qorvo, Inc.;1952;11;;;;
VISIONVALUESRTS;531;15;;;;
QHR Corporation;1093;15;;;;
SIG plc;1344;7;;;;
Qube Holdings Limited;392;21;;;;
Qatar General Insurance & Reinsurance Company PJSC;658;50;;;;
QA CB TBill 182D 01Dec15;1850;24;;;;
Q & M Dental Group (Singapore) Limited;890;38;;;;
QUINTEGRA SOLUTIONS LTD.;547;24;;;;
QEP RESOURCES INC. DL-,01;1199;25;;;;
American Electric Technologies, Inc;1474;35;;;;
SMITHS GROUP PLC LS -,375;1946;25;;;;
Al Meera Consumer Goods Company Q.S.C.;627;38;;;;
STRAUMANN HLDG NA SF 0,10;92;25;;;;
Qatar National Cement Company (Q.S.C.);424;38;;;;
AFRICAN QUEEN MINES LTD.;921;24;;;;
American Financial Group, Inc.;1251;30;;;;
Qinetiq Group PLC Registered Sh;1988;31;;;;
Qannas Investments Limited;322;26;;;;
QA CB Tbill 273D 02Feb16;41;24;;;;
NOVELION THERAPEUTICS;84;21;;;;
Carmanah Technologies Corp. Reg;1365;31;;;;
Dlala Brokerage and Investment Holding Company (Q.P.S.C);0;56;;;;
Qantas Airways Limited;1207;22;;;;
QRxPharma Limited;1431;17;;;;
Quantum Energy Limited;498;22;;;;
QUICKSTEP HLDGS LTD;634;19;;;;
Qrf Comm. VA;794;12;;;;
Quantum Digital Vision India Ltd.;233;33;;;;
Cairo Resources Inc.;1596;20;;;;
THE COMMERCIAL BANK OF QATAR (Q;1785;31;;;;
OncBioMune Pharmaceuticals, Inc.;39;32;;;;
Quam Limited;875;12;;;;
Qualys Inc. Registered Shares D;1443;31;;;;
QUALITY HOUSES-NVDR- BA 1;1683;25;;;;
QuickCool AB;52;12;;;;
Bank of Queensland Limited;560;26;;;;
QUANTUM CORP. DSSG DL-,01;1951;25;;;;
CIMB FTSE Asean 40 ETF;1071;22;;;;
Mortgage Advice Bureau (Holdings) PLC;910;37;;;;
Qatar Investment Fund plc;1259;25;;;;
Qiwi plc;459;8;;;;
Questfire Energy Corp.;668;22;;;;
Q-Gold Resources Ltd.;1419;21;;;;
QUEST DIAGNOSTICS DL-,01;1411;24;;;;
Qurient;1605;7;;;;
FIA FATOR IVCI;1688;14;;;;
POPEYES LOUIS. KITCH.;647;21;;;;
QUORD;1551;5;;;;
Q2Power Technologies, Inc.;270;26;;;;
entu (UK) plc;257;13;;;;
CIT Group Inc. New Registered S;875;31;;;;
QVC Group;1751;9;;;;
Qualitech Public Company Limited;1024;32;;;;
Integra Resources Corp.;518;23;;;;
BANK QLD MINI L;1276;15;;;;
QUEST DIAGNOSTICS DL-,01;1411;24;;;;
VanEck Vectors MSCI World ex Australia Quality ETF;1835;50;;;;
QRXPHARMA LTD.;548;14;;;;
Quality Systems, Inc.;1113;21;;;;
GREENLAND HK HLDGS HD-,50;1343;25;;;;
GTG Ventures, Inc.;690;18;;;;
Quantum Index ETF;1018;17;;;;
First Quantum Minerals Ltd.;776;27;;;;
Queensland Bauxite Limited;1230;26;;;;
Quanta Storage Inc.;958;19;;;;
QLOGIC CORP. Registered Shares;581;30;;;;
7544@OM.KL;963;10;;;;
Quotient Technology Inc.;88;24;;;;
QANTAS AIRWAYS;761;14;;;;
ATLANTIC GOLD;1379;13;;;;
CHAMPION REAL EST. UTS;1217;22;;;;
Quotient Technology Inc. Regist;1076;31;;;;
Elysee Development Corp.;833;24;;;;
Ultra Lithium Inc;669;17;;;;
MITRA ADIPERKASA RP 500;577;23;;;;
Quebecor Inc.;579;13;;;;
Questor Technology Inc.;1038;23;;;;
Quadlogic Controls Corp.;1229;24;;;;
Centene Corporation;85;19;;;;
Qatari German Company for Medical Devices Q.S.C.;807;48;;;;
MONTEZUMA MINING CO. LTD;167;24;;;;
QUICKLOGIC CORP. DL-,001;59;24;;;;
Quarry City Savings & Loan Association;821;38;;;;
PADAENG IND. -NVDR- BA 10;212;25;;;;
QPMC.SG;2001;7;;;;
QSOLAR Limited;295;14;;;;
Qiwi plc;459;8;;;;
QL2.SG;1143;6;;;;
Carmanah Technologies Corporation;1824;33;;;;
QA CB TBill 273D 05Apr16;1152;24;;;;
China Oceanwide International Financial Limited;186;47;;;;
QUEST DIAGNOSTICS INC. Register;1945;31;;;;
Quaterra Resources Inc.;1280;23;;;;
Qatar Insurance Company S.A.Q.;889;30;;;;
QUEST DIAGNOSTICS DL-,01;1411;24;;;;
Quinsam Capital Corporation;1048;27;;;;
QSC AG NA O.N.;1177;14;;;;
Quality Houses Public Company Limited;692;37;;;;
Al Khaleej Takaful Group (Q.P.S.C.);334;35;;;;
QUALCOMM Incorporated;682;21;;;;
QIAGEN NV EO -,01;1381;17;;;;
Quartix Holdings plc;831;20;;;;
QWICK MEDIA INC;1382;15;;;;
Aurizon Holdings Limited;738;24;;;;
Golden Queen Mining Co. Ltd.;543;28;;;;
Puma VCT 11 Plc;1402;15;;;;
QV Biotech TOP5 ETN;1300;19;;;;
QEP Resources Inc. Registered S;1509;31;;;;
Liberty Interactive Corp. Reg.;1432;30;;;;
Ahli Bank Q.S.C.;858;16;;;;
Belden Inc.;772;11;;;;
Widam Food Company Q.S.C.;1277;25;;;;
BANK OF QUEENSLAND LTD. Registe;1584;31;;;;
Quest Rare Minerals Ltd. Regist;1806;31;;;;
TYI.MU;976;6;;;;
Canadian Quantum Energy Corp.;655;29;;;;
Qorvo Inc. Registered Shares DL;424;31;;;;
Q2M Managementberatung AG;1251;25;;;;
Qiagen N.V. Aandelen op naam EO;1775;31;;;;
QTC Energy Public Company Limited;1078;33;;;;
Crossrider Plc;2000;14;;;;
SMI Culture Group Holdings Limited;1267;34;;;;
QMS Media Limited;947;17;;;;
QKS.MU;1275;6;;;;
JOHNSON CONTROLS INTERNATIONAL;1822;30;;;;
Q6IA.SG;1574;7;;;;
QUINTILES IMS HDGS DL-,01;706;25;;;;
Pembroke VCT PLC;1554;16;;;;
QUIRIN PRIVATBK O.N.;1648;20;;;;
Qatari Investors Group Q.S.C.;688;29;;;;
QSC AG;639;6;;;;
Barclays Bank PLC;729;17;;;;
Don Quijote Holdings Co., Ltd.;1313;30;;;;
GOLDEN QUEEN MINING;104;19;;;;
Computershare Limited;937;21;;;;
FIRST QUANTUM MINERALS LTD. Reg;1554;31;;;;
GENTHERM INC. A;619;15;;;;
Aamal Company Q.P.S.C.;1819;22;;;;
Q-Free ASA;333;10;;;;
AFC ENERGY PLC LS -,001;1723;23;;;;
Q2 HLDGS INC. DL-,0001;1632;22;;;;
Friday Night Inc.;1946;17;;;;
QUALCOMM Incorporated;682;21;;;;
Gamma Communications plc;797;24;;;;
Gulf International Services Q.S.C.;1290;34;;;;
Quantum Fuel Systems Technologies Worldwide Inc.;415;48;;;;
QINGLING MOTORS CO. H YC1;450;25;;;;
Quattro Exploration and Production Ltd.;1646;39;;;;
Qunar Cayman Islands Ltd. Reg.S;668;31;;;;
Q-SOFT VERWALT.AG NA O.N.;401;25;;;;
Q Technology Group Limited;234;26;;;;
QPL INT'L;1912;9;;;;
GLOBAL PVQ SE;409;13;;;;
CIMB S&P Ethical Asia Pacific Dividend ETF;1961;42;;;;
Medicare Group Q.S.C.;1710;21;;;;
Qualicorp S.A.;1248;14;;;;
Novelion Therapeutics Inc.;98;26;;;;
Qatar Industrial Manufacturing Company Q.P.S.C.;22;47;;;;
QUALCOMM Incorporated;682;21;;;;
Bonterra Energy Corp. Registere;1306;31;;;;
QANTAS AIRWAYS;761;14;;;;
Quickstep Holdings Limited;1485;26;;;;
Q-GOLD RES;1033;10;;;;
QA CB TBill 273D 01Dec2015;168;26;;;;
iShares Southeast Asia Trust - iShares J.P. Morgan USD Asia Credit Bond Index ETF;0;81;;;;
QIWI B SP.ADRS 1/EO-,0005;863;25;;;;
LIBERTY INTERACTIVE.QVC.A;1781;25;;;;
QIAGEN N.V.;985;11;;;;
QUALCOMM INC. DL-,0001;1555;22;;;;
Tyco International plc;856;22;;;;
VIRGIN MONEY HLDGS(UK)PLC;123;25;;;;
Sona Resources Corp.;1558;20;;;;
Qatar Gas Transport Company Limited (Nakilat) Q.S.C.;0;52;;;;
SEQUENOM INC. NEW DL-,001;230;25;;;;
QS ENERGY INC.;981;14;;;;
Edenred S.A. Actions Port. EO 2;875;31;;;;
iShares Southeast Asia Trust - iShares MSCI India Index ETF;0;59;;;;
Doha Bank Q.S.C.;116;16;;;;
QUINTAIN EST & DVL;88;18;;;;
QINGLING MOTORS CO. H YC1;450;25;;;;
LIBERTY INTERACTIVE.QVC.A;1781;25;;;;
SHIMAO PPTY HLDGS HD-,10;96;24;;;;
COMPUTERSHARE LTD.;1608;18;;;;
Quality Construction Products Public Company Limited;1331;52;;;;
Questor Technology Inc.;1038;23;;;;
QUANTUM ENERGY LTD.;1743;19;;;;
QUANTUM CORP. DSSG DL-,01;1951;25;;;;
QINGLING MOTORS CO. H YC1;450;25;;;;
INNERWORKINGS INC.DL-0001;55;25;;;;
Queen City Investments, Inc.;378;28;;;;
GLOBAL PVQ SE;409;13;;;;
CROSSRIDER LTD DL -,01;1851;22;;;;
QIAGEN NV EO -,01;1381;17;;;;
Qatar Islamic Insurance Company Q.S.C;177;37;;;;
Q & M Dental Group (Singapore) Limited;890;38;;;;
Quad Graphics Inc. Registered S;1812;31;;;;
QUANTUM FUEL DL-,001;1365;20;;;;
DERECHOS QUABIT INMOBILIARIA, S;1531;31;;;;
